muun	muassa	-0.033633
aiheesta	muualla	-0.010524
ei	ole	-0.710515
ja	sen	-1.808329
seulonnan	keskeiset	-0.000335
keskeiset	artikkelit	-0.009335
lähteet	aiheesta	-0.319425
se	on	-0.708056
joka	on	-0.862306
on	myös	-1.602300
katso	myös	-0.024777
on	ollut	-1.654997
ja	se	-1.978116
hän	oli	-0.967914
joka	oli	-1.028690
ei	ollut	-1.087953
vuonna	ja	-1.290478
ei	kuitenkaan	-1.162358
voi	olla	-0.710958
ja	hänen	-2.192151
on	noin	-1.901372
se	oli	-1.087589
sen	jälkeen	-1.107738
on	kuitenkin	-1.913399
luvun	alussa	-0.722344
yhdysvaltalainen	näyttelijä	-0.726609
vuoden	nobelin	-1.013707
alun	perin	-0.106035
suurin	osa	-0.497232
viitteet	aiheesta	-0.206942
lähteet	viitteet	-0.774998
ja	hän	-2.291262
vuonna	syntyneet	-1.496101
oli	myös	-1.666986
siitä	että	-0.570766
hän	on	-1.300713
tämän	jälkeen	-0.638352
kun	taas	-1.022158
of	the	-0.688538
jotka	ovat	-0.885973
sen	sijaan	-1.255474
on	yksi	-2.062984
toisen	maailmansodan	-0.443250
vuotta	sitten	-0.694372
ja	sitä	-2.391823
suomalainen	näyttelijä	-1.112053
vuonna	hän	-1.614399
ja	vuonna	-2.410114
vuodesta	lähtien	-0.579938
vuonna	kuolleet	-1.626426
hän	sai	-1.409052
ja	niiden	-2.430360
syntyneet	vuonna	-0.257460
luvun	lopulla	-0.929542
vuosina	ja	-0.726630
hän	ei	-1.431567
ensimmäisen	kerran	-0.639127
lukuun	ottamatta	-0.035595
samana	vuonna	-0.139378
jonka	mukaan	-1.065973
jossa	on	-1.014216
oli	jo	-1.829588
ne	ovat	-0.822993
se	että	-1.350411
jossa	hän	-1.031590
ja	on	-2.500968
ja	kirjailija	-2.502053
ovat	muun	-1.516188
mutta	se	-1.410268
oli	kuitenkin	-1.875262
se	ei	-1.387081
ja	ne	-2.519510
niin	että	-0.896246
poliitikko	ja	-0.587977
pinta	ala	-0.302602
kirjailija	ja	-0.778546
samaan	aikaan	-0.209084
siten	että	-0.360960
eivät	ole	-0.826916
ennen	kuin	-0.926842
kanssa	ja	-1.199019
on	usein	-2.239987
näyttelijä	ja	-0.833279
kirjallisuutta	aiheesta	-0.385817
vuonna	eaa	-1.757506
suomalainen	kirjailija	-1.264697
lähteet	kirjallisuutta	-1.053118
noin	miljoonaa	-1.242956
on	yleensä	-2.266335
ovat	olleet	-1.595151
oli	ollut	-1.946498
seuraavana	vuonna	-0.211288
on	saanut	-2.280468
on	vain	-2.283822
oli	vuonna	-1.959483
ja	myös	-2.606221
vuotta	myöhemmin	-0.913085
ja	muita	-2.612130
ensimmäistä	kertaa	-0.239004
että	hän	-1.549438
mutta	ei	-1.520001
tämä	on	-0.930806
että	se	-1.562691
on	kaksi	-2.318135
joka	ei	-1.611171
ala	on	-0.386242
noin	prosenttia	-1.307784
on	suomen	-2.325113
siihen	että	-0.687477
ja	oli	-2.640695
ei	enää	-1.654469
ovat	esimerkiksi	-1.655718
vuoden	alussa	-1.400584
vuodesta	alkaen	-0.806251
jotka	olivat	-1.169816
on	hyvin	-2.341333
on	esitetty	-2.342873
ja	muut	-2.654363
